LabVIEW Measurement,,,,,,
Writer_Version,2,,,,,
Reader_Version,2,,,,,
Separator,Tab,,,,,
Decimal_Separator,.,,,,,
Multi_Headings,No,,,,,
X_Columns,One,,,,,
Time_Pref,Absolute,,,,,
Operator,admin,,,,,
Description,Clolumns are: time, Current, Voltage, Power, Battery Temp, and Chamber Temp
Date,1903/12/31,,,,,
Time,19:00:00,,,,,
***End_of_Header***,,,,,,
,,,,,,
0,0.040636,3.2,0.13007,30.948401,31.004864,
0.892436,-5.9976,3.0604,-18.354,30.951586,31.008416,
1.893445,-5.9066,3.0481,-18.003,30.953066,30.999997,
2.892632,-6.0896,3.0353,-18.483,30.955683,31.00518,
3.891098,-6.0535,3.0266,-18.321,30.957833,30.993031,
4.931808,-5.995,3.0228,-18.12,30.947376,30.992107,
5.890988,-6.0961,3.017,-18.391,30.96064,31.015636,
6.892761,-6.0239,3.0153,-18.162,30.951196,31.012425,
7.893806,-5.9061,3.0135,-17.797,30.950348,30.998745,
8.890843,-6.1832,3.0069,-18.591,30.95849,31.004687,
9.89227,-5.953,3.0075,-17.903,30.944191,31.005054,
10.89158,-6.0472,3.0028,-18.158,30.940639,30.997836,
0,0.017876,3.1128,0.055578,30.962283,31.004813,
0.980221,-0.003247,3.1354,-0.010137,30.950866,31.00073,
1.980203,-0.00222,3.1428,-0.006909,30.972512,30.995977,
2.97899,-0.002818,3.1478,-0.008817,30.950309,31.005306,
3.986218,0.005044,3.1505,0.015917,30.966671,31.000402,
4.982538,0.049068,3.1534,0.15366,30.972272,30.995737,
5.979979,0.001489,3.1547,0.004713,30.95648,31.002678,
6.978892,-0.003293,3.1569,-0.010362,30.967556,31.003487,
7.980289,0.000269,3.1589,0.000864,30.96863,30.998328,
8.98033,-0.00181,3.1608,-0.005721,30.979011,30.998443,
9.981997,-0.003918,3.161,-0.012327,30.960894,30.998292,
10.98023,-0.000278,3.1622,-0.000819,30.97188,30.998645,
11.981603,-0.002392,3.1637,-0.007557,30.979378,30.997343,
12.983187,-0.00084,3.1652,-0.002645,30.971121,30.98762,
13.981166,0.002451,3.1649,0.00776,30.996193,30.997659,
14.978683,0.000409,3.1659,0.001317,30.981401,31.002299,
15.978534,-0.001281,3.167,-0.004047,30.983715,31.000581,
16.981063,0.004,3.1693,0.012679,30.987418,30.989618,
17.978505,0.004847,3.1678,0.015332,30.985801,30.9946,
18.97878,0.003184,3.1683,0.010075,30.975168,30.982134,
19.980367,0.000327,3.1691,0.001058,30.998454,31.00762,
20.980556,0.002945,3.1708,0.009356,30.990654,31.001287,
21.980502,0.003053,3.1703,0.009695,30.983979,30.990212,
22.979504,0.003588,3.1716,0.011397,30.99757,30.988037,
23.979995,-0.002432,3.1721,-0.007681,30.993942,31.004941,
24.980293,-0.003014,3.1719,-0.009522,30.978454,30.992387,
25.98079,-0.001478,3.173,-0.004637,31.000125,30.997925,
26.982065,-0.000785,3.1727,-0.002443,31.003335,30.994536,
27.982397,-0.002109,3.1737,-0.006638,31.005295,30.996129,
28.980862,0.006322,3.1739,0.020153,31.009467,30.995168,
29.979681,0.003166,3.1741,0.010122,31.009215,30.996383,
30.979565,0.00078,3.1733,0.002514,31.01982,31.002222,
31.979657,-0.001957,3.1743,-0.006189,31.00589,31.013956,
32.97995,0.001129,3.1754,0.003591,31.010125,30.986293,
