Man. SOC,Man. V (V),sim SOC,sim V
0.0112853457982645,2.00544710637878,0,1.94697995201886
0.0245616335831442,2.12514788524105,0.000534188034188032,2.05297373156503
0.0378379213680239,2.2285258306221,0.00106837606837607,2.00033865948925
0.0511142091529036,2.33462424825003,0.00160256410256399,2.02790615991582
0.0643904969377833,2.42439983239673,0.00213675213675213,2.03206208804127
0.077666784722663,2.50601399980282,0.00267094017094016,2.04720488756297
0.0909430725075427,2.58296450049999,0.00320512820512819,2.05828665951809
0.104219360292422,2.65495985531894,0.00373931623931623,2.07568446737067
0.117495648077302,2.7236517795524,0.00427350427350426,2.0807625398098
0.130771935862182,2.78350216898354,0.00480769230769218,2.09781098734496
0.144048223647062,2.8315638453449,0.00534188034188032,2.1044828446178
0.157324511431941,2.87418457721253,0.00587606837606836,2.12215226304973
0.170600799216821,2.90683024417497,0.00641025641025639,2.12869847307581
0.183877087001701,2.93675543889053,0.00694444444444442,2.1403146230748
0.19715337478658,2.95942604094778,0.00747863247863234,2.1485565641608
0.21042966257146,2.97846934667587,0.00801282051282048,2.15621383425148
0.22370595035634,2.99479218015709,0.00854700854700852,2.16687604230406
0.236982238141219,3.00839454139144,0.00908119658119655,2.18908525639608
0.250258525926099,3.0210900785435,0.00961538461538458,2.20340400354213
0.263534813710979,3.03106514344868,0.0101495726495726,2.23293253198154
0.276811101495859,3.04104020835387,0.0106837606837607,2.24231907298851
0.290087389280738,3.05010844917677,0.0112179487179487,2.2631381685459
0.303363677065618,3.05554939367051,0.0117521367521367,2.28981700565611
0.316639964850498,3.06099033816425,0.0122863247863247,2.31105147456903
0.329916252635377,3.07187222715173,0.0128205128205128,2.34676988801143
0.343192540420257,3.07187222715173,0.0133547008547008,2.37340676739371
0.356468828205137,3.07912681981005,0.0138888888888888,2.38978202982246
0.369745115990016,3.08275411613921,0.0144230769230769,2.40448472206202
0.383021403774896,3.08275411613921,0.0149572649572649,2.41973204247372
0.396297691559776,3.09000870879753,0.0154914529914529,2.42707541632376
0.409573979344656,3.09363600512669,0.016025641025641,2.4592732829624
0.422850267129535,3.09363600512669,0.016559829059829,2.47952273339991
0.436126554914415,3.10089059778501,0.017094017094017,2.49993393230033
0.449402842699295,3.10451789411417,0.0176282051282051,2.52082905371331
0.462679130484174,3.10451789411417,0.0181623931623931,2.54195505351444
0.475955418269054,3.10633154227875,0.0186965811965811,2.55585420244639
0.489231706053934,3.11539978310165,0.0192307692307693,2.56343907042543
0.502507993838813,3.11539978310165,0.0197649572649572,2.56890022518785
0.515784281623693,3.11539978310165,0.0202991452991452,2.56989678176605
0.529060569408573,3.11539978310165,0.0208333333333333,2.57139351308775
0.542336857193453,3.12084072759539,0.0213675213675213,2.57288536236318
0.555613144978332,3.12628167208913,0.0219017094017094,2.57330041837734
0.568889432763212,3.12628167208913,0.0224358974358975,2.57483698061769
0.582165720548092,3.12628167208913,0.0229700854700854,2.57725952848648
0.595442008332971,3.12990896841829,0.0235042735042734,2.57813942822527
0.608718296117851,3.13716356107661,0.0240384615384615,2.5780959151997
0.621994583902731,3.13716356107661,0.0245726495726496,2.57917440304047
0.63527087168761,3.13716356107661,0.0251068376068376,2.58286110639698
0.64854715947249,3.13716356107661,0.0256410256410257,2.58886853508507
0.66182344725737,3.13716356107661,0.0261752136752136,2.59050023715717
